sentence,claim_ground_truth,claim_prediction
" Comment pouvons-nous faire face à cette reprise sur une base plus verte, plus verte, plus récente, avec une base numérique Huezo ou ancré dans les moyens les plus anciens pour arriver à cette reprise?",0,0
 We could have made another decision.,0,0
" La politique se fait parmi beaucoup et pour tous, et c’est pourquoi notre tâche en tant que membres d’un parti est basée sur l’engagement et le sacrifice, sur le renoncement à quelque chose qui est plus et mieux que ce que nous pouvons faire seuls.",0,0
 One I think I remember was in Valencia and another that I was in the Community of Madrid in the city of Móstoles.,0,0
 Yo les voy a presentar a nuestros analistas antes.,0,0
" Regardez ceci, l’occupation que nous venons de voir très clairement.",0,0
" Ecoutez si Fernan, par exemple, dit hey j’ai été payé, j’ai payé deux mois, sa fille charge pendant deux mois, et puis les paiements sont suspendus.",0,0
" Si tu veux un réalisa teur, on peut.",0,0
 Je comprends parfaitement l’indignation de tant d’Espagnols et hier Sanchez aurait pu le refuser.,0,0
 In the Council of Ministers it would have sounded like Chinese.,0,0
" En bref, nous avons montré que nous savons dialoguer, que nous savons négocier et nous envoyons également un message très clair.",0,0
 Nosotros ofrecemos esta otra alternativa un gran pacto constitucionalista.,0,0
 Tampoco nada en materia económica son más de 700 000 desempleados destruídas según los datos aquiete y el acto que se en España exige la puesta en marcha de reformas económicas.,0,1
 Yes.,0,0
" Eso lo dice el Fondo Monetario Internacional y eso, de alguna manera lo integran los mercados financieros que rebotan como consecuencia de este acuerdo.",1,1
 What is missing for it to be necessary to include the transactional?,0,0
 So far this coalition government I believe that we have maintained exquisite and also unexpected cohesion for many people who believed that it could wipe out this government.,0,0
" Je dis cela plus, pas un commentaire négatif de l’ancien porte-parole, pas un seul.",0,0
" La différence entre l’Allemagne et l’Espagne n’est pas au gouvernement, elle est dans l’opposition.",0,0
" Ils ont déjà votre soutien, qui a déjà votre soutien?",0,0
" Un aspect concret du protocole que c’est une question de controverse, mais la grande majorité, 95 p. 100 absolument dans ce domaine et l’accord et donc nous devons aller de l’avant.",0,1
 Y a-t-il suffisamment de budget?,0,0
 Iremos a los sitios que hay que ir.,0,0
" Recuerdo de todos modos que las elecciones en Catalunya todavía no están convocadas oficialmente aunque lo más probable, si el vídeo lo permite, que tenga lugar este otoño.",0,0
 Of course.,0,0
 Hola buenos días.,0,0
" Nous continuons à défendre un futur projet pour le Pays Basque utile, collé aux préoccupations des gens, avec une différence très importante, et c’est que maintenant ils ne nous tuent pas pour le faire, mais tout comme ils n’ont pas eu un retour à tuer, ils ne peuvent pas l’avoir maintenant pour avoir tout laissé faire quand ils ont été vaincus et quand seuls les juges de la police , la société civile, unie de rupture.",0,0
", And within that stability we like the constitutional framework.",0,0
 Pero también sabemos que tenemos que acompañar a las empresas en decisiones industriales de innovación de cambio de componentes y a salir adelante.,0,0
 You will play a very important role just like that of spokeswoman Adriana Lastra.,0,0
" Hablamos de más de un millón cien mil puestos de trabajo que se han destruido en el último trimestre y además del incremento del paro en el último trimestre de más de cincuenta y cinco mil personas, una cifra que no se recordaba algo similar desde el año 2012.",1,1
 Appearances are usually symptoms.,0,0
 Not just for Christian lawyer complaints.,0,0
 Yo creo que tenemos que ver dónde están los elementos comunes y en general las recomendaciones que nos han venido haciendo los organismos internacionales están muy alineadas con las prioridades que nos hemos marcado para el Gobierno.,0,0
 Y la respuesta de un partido que se sienta en el Consejo de Ministros ha sido ni más ni menos que atacar a la Justicia atacar al Estado de Derecho.,1,1
 Ont.,0,0
" Y es verdad que la digitalización facilita mucho esto la conectividad de la 5G, la capacidad de poder diversificar la actividad económica y no quede concentrada solamente por muy importante que siga siendo en el sector primario sino que nos permita que los jóvenes vean en el entorno rural una oportunidad de buena vida y no solamente ver el medio rural como un espacio en el que van quedando personas mayores con menos servicios.",0,0
" Je pense qu’il est bon de s’en tenir à des lignes directrices communes et, en ce sens, il me semble que c’était une bonne chose qu’au niveau européen et coordonné par les différents gouvernements et avec la commission une réponse concertée a été demandée lors de l’évaluation des risques des pays tiers quand il s’agit de s’entendre sur des protocoles de communication ou même comme nous l’avons vu jusqu’à présent dans les systèmes de levée des frontières et de précaution ou sécurité pour les voyageurs.",0,0
 Como ya digo tener a día de hoy publicada la dirección exacta de nuestra vivienda en su medio de comunicación.,0,0
" Sandra is also a test of The European Union's ability to combine solidarity and sovereignty, solidarity that will be necessary to make this common investment, but sovereignty also to strengthen the European economy.",0,0
 Y no es limitada porque no quiere hacerlo.,0,0
" In the last two years there was already a non-compliance with the deficit, there was already a breach of our macroeconomic forecasts, but very seriously aggravated, the redundancy, by the pandemic, is worth the redundancy, by the agreement signed.",0,1
 Vous voyez des images comme celle-ci ?,0,0
" Madam Minister, when is the subsidy of domestic workers and care for Teresa?",0,0
 You haven't been able to talk to her by the way since her dismissal?,0,0
" Es grave, es grave, es grave que en un país como España, una economía importante de una de las zonas más prósperas del mundo.",0,0
 Ils parlent d’une institution entière qui n’est pas appropriée et appellent à un changement de régime.,0,0
" I saw yesterday a tweet from the president of the People's Party, Mr Casado, who instead of making proposals that proposals are always acceptable, but always used even legal proposals, even as I say, against a law of the year 2015, of the times of the People's Party, with the sole purpose of criticising the Government.",0,0
 Not to mention that Mr. Sanchez has no thought of the corruption cases that corner his vice-president and his measuring stick.,0,0
" Non só que se podía, senón que a transformación a estamos desenvolviendo, Pablo adosó que podemos gobernar para sentido común.",0,0
" En dehors d’être en retard et mal, que depuis le 30 janvier il y avait, il y avait une alerte de l’Organisation mondiale de la Santé qu’aucune mesure n’a été prise ici, aucun aéroport et entrée de l’aéroport ont été contrôlés et rien n’a été contrôlé, et avec laquelle en fin de compte ce que nous avons fait c’est une crise de santé publique et s’est effondré.",1,1
", Et nous avons travaillé ces lignes en ce moment avec la fameuse désescalade, qui était un peu ce que les administrations nous jetaient à la fois du point de vue de l’État et au moment des communautés autonomes.",0,0
 C’est un bon ami et c’est un orateur extraordinaire.,0,0
" Well, I think this must have been taken away, I imagine, logically with discretion between the Presidency of the Government and the Head of State.",0,0
 They are our inspiration.,0,0
 En ce qui concerne le nombre d’infections qu’il ya des jours que le gouvernement ne donne plus le nombre de contagions ou le nombre d’épidémies et où ces flambées sont situées.,1,1
" Au fur et à mesure que nous concevons, nous le partagerons avec tout le monde et avec tous les détails.",0,0
" This is 2020, but after 2020 it will reach 2021, it will reach 2022 and Spain will be there.",0,0
" I take the opportunity here, of course to deeply appreciate the great over-effort that teachers and families and students have done.",0,0
 Creo que es la única de Madrid que no da.,0,0
" So, because we joined together back in the eighties of the last century.",0,0
 We know that obviously each of us in our individual behavior tends to feel more confident in what is our own comfort space.,0,0
" C’est le grand choix que nous avons, parce que nous avons présenté un véritable plan d’amélioration du secteur primaire, un véritable plan pour promouvoir le recrutement et l’intégration des jeunes dans le secteur primaire, parce que sans ce secteur, ils semblent être très conformes à ce que je dis.",0,0
 There's no material problem.,0,0
" I'm afraid so, in the next election.",0,0
 In Spain this is equivalent to 700000 SMEs.,1,1
", gouvernement Ils sont très importants avec toutes les forces ou du moins avec la plupart d’entre eux avec ceux qui ont au moins commencé avec la volonté de vouloir dialoguer avec elle.",0,0
 C’est pourquoi nous promouvons des relations de voisinage plus stratégiques entre l’Europe et le sud du sud du pays.,0,0
" Han sido las investigaciones patrimoniales han sido de 300, han sido 336 en el ámbito del narcotráfico, de organizaciones dedicadas al narcotráfico, han permitido intervenir 8 millones de euros, casi ocho millones y medio en un local único, a lo que hay que unir, evidentemente, las cantidades de dinero bloqueadas en distintos depósitos y la incautación también de bienes inmuebles de bienes muebles etcétera.",1,1
" Ojalá no sea necesario en ningún caso, pero por si sucediera, yo creo.",0,0
 Il me demandait juste de coopérer dans ce domaine.,0,0
 I know that I tell you this for all that information that we know every day regarding King Juan Carlos.,0,0
" Comme je l’ai dit, l’importance de cette candidature et l’évaluation positive de plus de 80 % du PIB de la population de l’Union, ce que représentent les gouvernements qui ont soutenu la candidature du gouvernement espagnol.",0,0
 Mais vous savez que j’ai dit depuis la tribune du Congrès que nous ne sommes pas partenaires du gouvernement.,0,0
 Mesa que no se debería ni siquiera reunir.,0,0
 Evidentemente eso eliminando los aranceles queda anotado.,0,0
 Ese pacto les ha dado carta de naturaleza.,0,0
 Aquí el precio está limitado sólo en el caso de las mascarillas quirúrgicas de adultos no las infantiles.,1,0
" In personity, because school is irreplaceable and all weaknesses are.",0,0
 What will be the scope of these sanctions that are on the table today at that meeting of European leaders?,0,0
" Parce que là où nous gérons la coalition du Parti citoyen du peuple, notre modèle de gestion est le modèle de réussite, c’est le modèle du triomphe, c’est le modèle de mettre en avant les vrais problèmes des citoyens dans l’économie dans l’emploi pour l’industrie pour les travailleurs indépendants, etc.",0,0
 Qu’est-ce qui est fondamental?,0,0
 Il n’y a rien non plus en matière économique qui soit détruit par plus de 700 000 chômeurs selon les données de l’actuelle et la loi qui se trouve en Espagne exige la mise en œuvre de réformes économiques.,0,1
. Muy buenas,0,0
" Industry, commerce and tourism Mrs. Maroto quetal very good afternoon.",0,0
" In order for our self-employed people who depend on the tourism sector, they are not affected in any way even harder either.",0,0
" Bueno, como le decía ayer el presidente casado reunió a la comisión del Cobby, que por cierto lleva reuniéndose varias semanas unacomisión aquí en Génova 13 en la que el presidente se reúne con ministros, con secretarios de Estado con expertos.",0,0
", con Ahora tenemos multinacionales no teníamos multinacionales ahora tenemos multinacionales españolas que son las que hacen el efecto tractor hacia esas medianas empresas pequeñas que son las que junto las grandes empresas salen al exterior.",0,0
" Por lo tanto, nosotros lo que hacemos es representar a los españoles y hacerlo lo mejor que podemos cada uno con nuestro estilo y con nuestra manera de hacer las cosas.",0,0
 We're going to comply with the agreement and why the government agreement?,0,0
 Hemos apoyado hasta en tres veces sucesivas como sabe el estado de alerta.,1,1
 Como siempre hay matices a veces de fondo o a veces en la forma en la que se dicen.,0,0
 The PNV is also fraud in the recruitment of doctors.,0,0
 Today we had and driven.,0,0
" King Juan Carlos in his time, so that Spain may be a rule of law, so that we may be a consolidated democracy.",0,0
" It is therefore reasonable for me to have many autonomous communities in place to work on it from today, during confinement, during the state of alarm.",0,0
 It is a government where decisions are made with solidarity responsibilities.,0,0
 Comenzaron a hablarse de cómo indicadores económicos mostraban un problema en nuestra economía y en la economía mundial.,1,1
 No sabemos muy bien que con los ahorros de los vecinos esto no va.,0,0
 First question When are we going to get the blessed vaccine in Spain?,0,0
 And that's part of politics.,0,0
? Hay miedo en el Ayuntamiento,0,0
 A mí me parece que es un error.,0,0
 El señor Iglesias si quiere dar explicaciones lo que tienen que hacer es contestar a las preguntas como las que le hicieron hoy en el Senado y que no contestó.,0,0
 Es un mercado además muy muy atractivo a los efectos de la exportación otros países del mundo.,0,0
 Los cuidados no reconocidos en el Estado español implican 28 millones de empleos a jornada completa 28 millones.,1,1
 No sé si Ciudadanos va a reclamar una una.,0,0
" Well, we saw that GDP data.",0,0
 That it seems to me that common sense indicates that we should accompany businesses and workers for as long as necessary.,0,0
" En Espagne, nous pouvons réformer l’administration qui peut impliquer des investissements importants dans l’innovation, qui a toujours été un peu à la sœur pauvre des budgets dans ce pays qui peut changer la justice, ce qui peut nous conduire à un pacte national contre le dépeuplement.",0,1
". Estoy en un partido político, pero a mí nadie me dice cómo tengo que pensar y cómo tengo que opinar, cómo tengo que expresarme y digo lo que pienso y si no me iría",0,0
 Let's talk about her.,0,0
" Mr Iglesias has already shown us precisely in the case of the memory card, which is a real manipulator in relation to conjuring spells everywhere.",0,0
" One last question I want to talk about the re-updates because, well, we're following that count every day, those statistics.",0,0
" Nous sommes confrontés au changement et c’est aussi une conséquence de notre engagement envers la sécurité dans les milieux urbains, de mettre en place des groupes vulnérables.",0,0
 Lo cierto es que la amnistía nunca ha salido de la agenda del Gobierno.,1,1
" On m’a lu récemment ce que Gabilo avait déjà dit au sujet de ce débat, en disant que l’expression très touchée est ouverte un chapitre de honte qui a dégradé ma génération publiquement.",0,0
" Creo que eso es algo que es un problema político de nuestro país y que la gente los demócratas, van a reaccionar como.",0,0
 Are you worried about the Ordizia outbreak?,0,0
" Imaginez si je suis fier du roi Juan Carlos de l’œuvre de toutes les années, des grandes étapes des grands moments et dans les pires et dans les meilleurs moments.",0,0
 Con lo que yo me quedo es con un acuerdo que han suscrito todos los países miembros de la Unión Europea.,0,0
 Quiconque doit nous expliquer ce qui s’est passé.,0,0
" Le gouvernement envisage-t-il d’appliquer un état d’alarme à l’échelle régionale, par exemple régional?",0,0
 Well let's analyze in.,0,0
" Ensuite, la récolte viendra et puis, à partir de Septembre Octobre sera recueilli l’olive.",0,0
" Il n’y a pas de destruction de l’emploi, je pense que c’est une réponse que nous avons tous obtenue avec un effort collectif par l’utilisation des services plutôt que par des êtres comme l’a souligné à juste titre M. Salado.",0,0
 Citizens where he is?,0,0
 L’obligation pour l’hôtel de fermer à une heure du matin et avec un maximum de 10 personnes.,0,0
" Les écoles et aussi non seulement à cause de la relance de l’économie, mais aussi parce que les enfants ont un impact sur la société, sur la capacité de socialiser, sur le développement.",0,0
 Reservaremos.,0,0
" Eh bien, il a déjà demandé, il n’est pas venu.",0,0
 Lo más importante en una pandemia es actuar con rapidez.,0,0
" Aquí, cuando se reciban algunos de esos turistas y también el rastreo posterior estamos viendo como las APP parece que no acaban de llegar que no se acaban de desarrollar.",0,0
" Many cases have put purely partisan interests before the interests of the State, the interests of the State which are to ensure the health of those of citizens.",0,0
" No compremos compuestos, no compremos con dinero no compremos con sueldo.",0,0
 Carmen Calvo a suivi la Vice-Présidente du Gouvernement.,0,0
 Somebody tells me.,0,0
 Señor Maroto a ver si llegan a un acuerdo.,0,0
" Grande préoccupation aussi pour eux, qui ne peuvent pas profiter de la mobilité, mais aussi en même temps que je ressens avec eux la douleur de ne pas pouvoir exercer cette liberté de mouvement.",0,0
" Tenemos Conferencia Sectorial de Turismo que hemos reforzado como consecuencia del KOBI para tomar decisiones de forma coordinada con las comunidades autónomas que como saben, tienen muchas competencias en materia turística y esperamos también aumentar la conectividad, muy importante para la Costa del Sol.",0,0
 Now we know how to protect ourselves.,0,0
" Depuis le Parti populaire, nous ne critiquons pas les décisions des tribunaux parce que nous pouvons l’aimer plus ou moins et applaudir les autres quand nous les aimons.",0,0
" I mean, we have a pretty important leave.",0,0
 You can imagine if a political manager from a party other than the People's Party had promised what he promised Pemex in 2012 that I was in that campaign helping Yolanda and what happened next?,1,0
 I can't go in and assess it from the base.,0,0
 That is part of the architecture and finally there has to be mechanisms of control and responsibility.,0,0
" Je crains qu’avec des tentations d’essayer une tripartite avec Esquerra Republicana, ce qui, je pense, serait néfaste pour la Catalogne.",0,0
 Quelles sont les règles dont nous disposons pour contrôler l’utilisation d’armes autonomes?,0,0
" C’est pourquoi, en ce qui concerne et en vertu de l’article 124 des statuts actuels, nous avons été expulsés non seulement pour avoir ignoré les directives en l’espèce en direction de ce qui avait été recommandé de voter, mais aussi pour avoir dit publiquement que ce qui allait écouter ce que le parti a dit.",0,1
" This is a total free fall in tourism, which has an unprecedented economic and labour impact.",0,0
 Well Libya is a country and the situation in Libya concerns us greatly and we are concerned because it is another great focus of instability on the European Union's borders in the Mediterranean.,0,0
 The ambassador understanded that she asked her two other questions about our bilateral relationship which is very important.,0,0
" Por lo tanto, esa independencia está más que más que cuestionada.",0,0
 Et j’ai une confiance totale et absolue dans le Bureau du Procureur de la Cour suprême et dans Juan Campos qui est le procureur en chef de la Cour suprême avec lequel j’ai apporté beaucoup de questions de lutte contre la corruption à la Cour suprême et c’est parce que je connais un très grand puits professionnel.,0,0
 Then we were shy and today we are fearful.,0,0
 Look at a hotel in Vigo.,0,0
" I hope and wish that the elections can be held, but that will have to be said if these elections can be held there in Ordizia.",0,0
 Y sobre esa base únicamente tenemos que tomar nuestras decisiones.,0,0
 We can do a judicial investigation.,0,0
" Consumo Bueno, yo soy coordinador de Izquierda Unida, soy diputado en el Congreso y soy ministro de, y creo que no son tres facetas que se solapan mutuamente y que no me puedo desquitar de ninguna de ellas en ningún momento.",0,0
" En este sentido, se va a tomar alguna medida especial al respecto.",0,0
 Apply the law.,0,0
" The value of common things, the public of a well-functioning health system with high degrees of qualification of its professionals and a delivery above all else.",0,0
 In this time we have promoted a renewal in symbiosis with the experience of our parliamentary groups.,0,0
" I've never heard of information about illegal funding, I've never dealt with the party's economic affairs.",0,1
 Un piège de stratégie qui calcule les temps.,0,0
" Nous exigeons que d’autres respectent et respectent la loi, qui semble que d’autres formations politiques n’intéressent la loi que lorsqu’elle leur convient, qu’il semble que d’autres formations politiques n’intéressent les décisions des juges que lorsqu’elles ont raison, mais pas quand elles n’ont pas raison.",0,0
" Pour la première fois depuis 2012, je voudrais rappeler comme une loi du Parti populaire qui a empêché les mairies de ce pays et toutes les entités locales d’utiliser leurs restes et leurs surplus",1,1
"Hier, nous avons entendu une personne du ministère de la Santé dire quelque chose que nous disons depuis des mois, non pas que les choses ne vont pas bien.",0,0
 Bien sûr que je le fais dans ce cas.,0,0
" Now that we are almost out of time, that is, there is no internal debate in the People's Party on the tone of opposition, there is no one who can say that the pinch tone is very fruitful electorally.",0,0
 And in the third place I am joined today by the general secretary of the Popular Party of Galicia.,0,0
 Also from the first moment I was mayor.,0,0
 That is to say a pact like Toledo's for 25 years that we owe to future generations.,0,0
" Ils prévoient aussi, nous l’avons vu il ya quelques semaines réunion à Moncloa avec le vice-président.",0,0
" J’aime la Galice et aussi en tant que président du Parti populaire d’Espagne, nous sommes très fiers du président du Parti populaire de Galice et aussi président de la Xunta, Alberto Núñez Feijóo.",0,0
" Si Sánchez rectifica, si Sánchez quiere hablar con el principal partido de la oposición, sabe que estamos aquí la pasada semana.",0,0
 Porque el Estado por supuesto que ha sido clave.,0,0
 Quelles seront les règles qui régissent la cybersécurité?,0,0
 Vous avez dénoncé qu’il s’agissait d’un rendez-vous conçu entre autres pour favoriser les prisonniers de l’indépendance,1,1
" Besides, they haven't even served a quarter of the sentence.",1,1
 Señor Iturgaiz muy buenos días.,0,0
" España Yo lo entiendo y comparto su sentimiento, pero para eso estamos trabajando desde Gobierno de, de la Unión Europea y simplemente esto ya permite una pequeña corrección.",0,0
 Se va a mantener el compromiso del Gobierno con derogar la reforma laboral?,0,0
" Je dis cela parce qu’avant que Paul ne parle des procédures administratives bureaucratiques, des permis, où une analyse très puissante devrait être faite.",0,0
" Bueno, pues eso, que las cifras inmediatas de empleo ya no sean tan catastróficas es un error, porque ahora todo el mundo sabe que este gobierno saldrá a pedir por el empleo ya.",0,0
" And every time you talk about Pablo Iglesias, the Biná case, the Can cases get like Pumas and start saying that how parallel judgments are possible, given that there is no sentence about it.",0,0
" Mais comme le gouvernement le dit à juste titre, le Parti socialiste de coalition Podemos a empêché M. Iglesias de donner les explications pertinentes au Congrès des députés.",0,0
 I really appreciate you being with us on the summer show.,0,0
 Good afternoon.,0,0
" Why limit yourself even though you give it by decision of the emeritus, but without reporting on the reasons for your march in the face of the judicial investigation?",0,0
 So that everyone can have access to this future vaccine.,0,0
. Tan extraña en momentos como estos entre lo posible y lo imposible,0,0
" The document called for the revival of our economy, occupied by some groups, simply because we signed it.",0,0
" Je veux dire, ce n’est pas compréhensible.",0,0
 Mrs. Ana Pastor.,0,0
" I'm already going to health security, what was going on during the alarm state.",0,0
" Il y aura une période de transition pour que les universités, les budgets et les individus s’adaptent sans que personne ne soit lésé précisément par le changement.",0,0
 Yo voy a seguir insistiendo al Gobierno de España para que ampare y para que aplique la ley ni más ni menos.,0,0
" Well, the assessment of what has to do with the data we've known and that EPA data.",0,0
" Bien sûr, bien sûr.",0,0
" Et une crise qui peut survenir à tout moment dépend avant tout de la façon dont nous gérons la capacité, de la réactivité dans les transports publics.",0,0
 I go on to ask the following questions for now ask me digital alert SER Chain.,0,0
" You asked lastly, about the question of conditionality that was put on the table in Europe.",0,0
 Nous demandons instamment que ce protocole soit transféré à nos jeunes et que la sécurité de nos jeunes face à ce virus qui n’est pas encore terminé soit donnée en priorité.,0,0
" That, for tax purposes, two payers can be a problem at the end of the year.",0,0
" Well I have taught me a little bit how management works and that I believe that acting in situations and I believe that I have been able to contribute, nor my humble grain of sand in having an attitude.",0,0
" Coin ou stigmatiser l’adversaire qui ne se considérait pas comme soi-même, dans la différence il y a la richesse, dans la différence que nous pouvons vivre ensemble et je crois que la société l’exigera de nous.",0,0
" Toute négociation est proche ou lointaine, c’est une définition de la négociation.",0,0
" Basically they consisted of our programmatic proposal, in the corporation tax that has to produce a major review of all the tax benefits that are currently in force and that we have to see if they are really useful or if they have to be exchanged for another, that generate more employment or generate more added value.",0,0
" Eh bien, je pense qu’à la fin les qualifications peuvent être plusieurs fois ou nous le laissons à la presse ou d’autres.",0,0
" He knows more than we do, at least.",0,0
" And I'm not going to add anything else, but they're going to understand me perfectly when I talk about all, absolutely all the victims of the pandemic.",0,0
 It's been practically a surprise and it's going to be one of the absences.,0,0
" À cet égard, ou nous avons voté en faveur d’autres initiatives gouvernementales au cours des derniers mois.",0,0
" Un gouvernement qui a une maniabilité, disons, tout à fait juste, que nous oublions les choses.",0,0
" Premier principe, prendre soin de la santé.",0,0
" Mr. Maroto, how would the People's Party have acted in this case if you were in government?",0,0
" Je crois que ce que fait le Conseil général de la magistrature, parce que pour valoriser la citoyenneté.",0,0
" Pues no no lo puedo, no lo puedo facilitar.",0,0
" Par conséquent, ce que nous faisons est de représenter les Espagnols et de faire du mieux que nous pouvons chacun avec notre style et avec notre façon de faire les choses.",0,0
" Dans les espaces ouverts, de nombreuses activités que nous consommons souvent sont appréciées dans des espaces clos.",0,0
" Je me suis moi-même rendu à Barcelone pour connaître de première main la situation et nous avons demandé au gouvernement, le ministre de la Santé au gouvernement de l’Espagne d’assumer cette possibilité que Ciudadanos a négocié dans la loi du décret royal 21 2020 dans la réforme de l’article 65 de la loi 16 2013 commission de la santé et de déclarer , déclarer une fois pour toutes la déclaration d’actions coordonnées entre toutes les communautés autonomes.",0,1
" Espagne Celui qui donne son dernier service à, parce qu’il a un peu de bande dessinée, non, parce que je ne pense pas qu’il est allé à un endroit, disons, très froid, pour faire pénitence.",0,0
 Count on me.,0,0
 Pues gracias por esa tranquilidad.,0,0
" Claro, claro, claro.",0,0
" Précisément en parlant de la situation que nous avons, celle qui est à venir avec la santé, économique, crise sociale.",0,0
 I think the neighbors have to put up with it.,0,0
" La verdad es que de hecho, los medios de comunicación europeos no hablan de que se ha ido el rey.",0,0
 Tel.,0,0
" Que la vuelta al cole en las tareas de conciliación, la ausencia de políticas públicas de conciliación en nuestro país y cómo revertirlo?",0,0
" C’est une chose très importante, c’est comment vous allez payer pour tout cela, où est le financement, quelles ressources avons-nous?",0,0
 Lo que sí digo es que bajo el fenómeno okupa hay situaciones muy diversas ahí.,0,0
" Señora de la Red, este plan se va a incluir en los Presupuestos Generales del Estado.",0,0
" Ahora no estamos en esa situación, hemos mejorado enormemente nuestras capacidades sanitarias, hemos doblegado la curva y pero somos precavidos y somos precavidos.",0,0
" Combating climate change, combating the pay gap, combating tax evasion by large companies.",0,0
 Vamos que en otros asuntos sabemos de el caso Odinsa que afecta al vicepresidente Iglesias este fin de semana con declaraciones acusando directamente a los medios de comunicación.,0,0
" Je pense que c’est très bon, n’est-ce pas ?",0,0
 Y mi partido?,0,0
 Thank you so much for having a good day.,0,0
 Que la justicia es lenta sí pero no es culpa ni de los jueces.,0,0
 Al Kubik à court terme ne devrait pas être notre seul objectif.,0,0
 Bueno pues eso lo estamos controlando.,0,0
 No sé si mal o no del todo bien.,0,0
 Juan Carlos de Borbón.,0,0
" Je lui dis que lorsque j’ai commencé très jeune dans les juges pour la démocratie, l’une des choses que nous avons prétendu, c’est que les décisions des tribunaux pouvaient être critiquées.",0,0
 Yo se lo agradecía no les criticaba porque me criticaran a su vez.,0,0
 Elegir que apoyar al gobierno y ese tipo de.,0,0
 In principle we would even have to explain what this is because it seems that the concept itself is a difficult thing to understand.,0,0
 Cómo van a ser las medidas sanitarias para la edad que se celebra el lunes?,0,0
 In the short term it allows to hire indefinitely and under decent conditions.,0,0
 Compañeros y compañeras hay muchas lecciones que podemos sacar de esta crisis.,0,0
 The economy has a bigger impact and today's data are dramatic data.,0,0
 Chain being milk.,0,0
 Un fait qui m’a été donné il y a quelques heures par le ministre de l’Inclusion et de la Sécurité sociale.,0,0
 Lentitud de reflejos.,0,0
" Je pense que nous devons passer et je suis sûr que vous allez le partager avec moi, à partir des plans de résistance du Kobi pour relancer les plans de relance.",0,0
 We're not arguing whether republic or monarchy.,0,0
" Bonjour, bonjour.",0,0
" La alternativa responsable a este gobierno que se está caracterizando por la mentira por el caos, por la improvisación.",0,0
 Y en aquellos casos en que por razón médica no se llega a llevar quien quiere ir más allá habrá que ver la especificidad de las disposiciones que adopten y no las he visto en mi equipo con publicarlas estubieran y naturalmente si se hace obligatorio el uso de mascarilla en otros supuestos.,0,0
" We are not like this, we respect, we invoke respect for the law and in that Constitution of our 1978 and in that law of the Basque Economic Concert, there is respect for historical rights to the foral rights of these two autonomous communities.",0,0
" Je ne sais pas ce que vous semblent les déclarations de l’enseignement du maire, parce que ce qui est une insulte, c’est qu’un parti au Conseil des ministres se consacre à attaquer les institutions.",0,0
" I mean, you must or must not deliver the.",0,0
 And this match is not going to play oxygen balls for the Government of Spain and Mr. Sanchez.,0,0
 Qué repercusión fiscal vamos a tener los trabajadores que hemos estado en un arte durante durante toda la situación del comentario?,0,0
 Mayor Almeda thank you.,0,0
 Y cuál es la frustración al ver que tenemos una ley electoral injusta?,0,0
" Vous aurez l’occasion de pouvoir manger avec mon cher ami le Premier ministre néerlandais, qui est vrai que nous avons de l’amitié, mais que nous n’avons pas de vision commune sur la façon de résoudre cette crise sur cette question.",0,0
" In this case, a person who was in and of themselves stationed in a unit.",0,0
" Qu’il soit connecté, qu’il puisse se connecter à l’éducation.",0,0
 What's going to be the role of Citizens?,0,0
 Ciertamente los datos globales de Reino Unido son sustancialmente peores que los de España,1,1
 Pero lo que estamos diciendo es de sentido común.,0,0
 Aquí estamos en verano.,0,0
" Je suis accompagné en tant que délégué du gouvernement en Andalousie, sous-délégué du gouvernement à Cadix et directeur de la police nationale et internationale et directeur de la Garde civile.",0,0
" Et ce que nous faisons là-bas est express, aussi fournir des conseils aux communautés voisines, parce qu’il ya un processus à travers lequel la communauté des voisins.",0,0
" That's why he said in his question, pointing to me earlier, saying yesterday that Sanchez defends the monarchy with his small mouth.",0,0
" Et dans cette ligne de renouvellement de l’expérience, le Conseil d’administration a ratifié aujourd’hui ma proposition que Cuca Gamarra soit porte-parole du Groupe populaire en Congrès après avoir été le maire le plus élu dans l’histoire de Logroño et le vice-président de tous les maires d’Espagne ainsi.",0,0
" C’est pourquoi vous n’entendrez aucune attaque de ce secrétaire adjoint de ce parti, par exemple la magistrature.",0,0
 Ustedes los medios de comunicación que nos siguen nos han visto.,0,0
 Por cierto ya que me habla de Podemos se le preguntó por esa reunión que mantuvieron ayer.,0,0
" Bueno pues mira, tengo que decir que en todo este proceso hemos planteado la apertura de las fronteras, obviando que un grupo de trabajo somos cinco ministerios.",0,0
 España siempre ha tenido con respecto a Gibraltar que la negarle cualquier tipo de reconocimiento en la esfera internacional.,1,0
 Claro que ellos sí que se esfuerzan.,0,0
" Si, si les digo la verdad, María y perdone el cinismo.",0,0
". Well, obviously any other scenario disappoints us, is promoted by Mr. Sanchez or whoever",0,0
 La Comisión tiene que hacer este análisis.,0,0
" Le Mali est un pays où l’Espagne dispose d’un personnel militaire exceptionnel dans le cadre d’une mission de formation de l’Union européenne et où elle compte de nombreux civils, de nombreux énégés et du personnel qui travaillent pour la paix, la sécurité et le développement économique et social dans le pays.",0,0
" Si tiene la voluntad de avanzar en justicia social en transición verde, pues va a contar con nuestro apoyo y además tiene un marco favorable para hacerlo en Europa.",0,0
 Es fundamental el crecimiento empresarial.,0,0
